eval_id,retrieval_method,upstream_split,upstream_row_index,query_text,expected_attack_ids,word_count,candidate_k,top_k,embedding_model,reranker_model,vector_candidate_attack_ids,vector_candidate_scores,vector_candidate_ranks,retrieved_attack_ids,retrieved_names,retrieved_vector_scores,original_vector_ranks,reranker_scores,reranked_ranks,embedding_ms,vector_search_ms,reranking_ms,total_retrieval_ms,fallback_used,recall_at_1,recall_at_3,recall_at_5,recall_at_10,hit_at_3,hit_at_10,mrr
dev-0034,vector_reranked,dev,34,"Indicators, such as logs in Windows Event Logs or malicious files, are typically removed using wevtutil, a batch script, or CCleaner.",T1070,21,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1685.005;T1685.001;T1027.005;T1547.004;T1070;T1556.008;T1070.007;T1070.004;T1685.004;T1218.010;T1685.006;T1546.012;T1070.003;T1218.014;T1070.005;T1564.003;T1654;T1218.007;T1218.002;T1547.014,0.666904;0.592874;0.573834;0.516287;0.462871;0.438024;0.432284;0.431234;0.429689;0.427215;0.426395;0.424470;0.409890;0.388837;0.386920;0.382003;0.379879;0.377513;0.369722;0.367627,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1685.005;T1027.005;T1070;T1685.001;T1070.007;T1654;T1685.004;T1547.004;T1070.003;T1685.006,Clear Windows Event Logs;Indicator Removal from Tools;Indicator Removal;Disable or Modify Windows Event Log;Clear Network Connection History and Configurations;Log Enumeration;Disable or Modify Linux Audit System Log;Winlogon Helper DLL;Clear Command History;Clear Linux or Mac System Logs,0.666904;0.573834;0.462871;0.592874;0.432284;0.379879;0.429689;0.516287;0.409890;0.426395,1;3;5;2;7;17;9;4;13;11,2.665116;2.109771;1.081196;0.938173;-0.210006;-2.194417;-2.323511;-3.780799;-4.024614;-5.110111,1;2;3;4;5;6;7;8;9;10,19.809,8.609,1203.311,1231.735,False,0.0,1.0,1.0,1.0,1,1,0.3333333333333333
dev-0035,vector_reranked,dev,35,Compromised accounts may be used to maintain access to the network.,T1078;T1078,11,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1078;T1078.003;T1078.002;T1586;T1098;T1199;T1531;T1556;T1110.001;T1040;T1668;T1650;T1056.003;T1657;T1586.002;T1110.003;T1078.004;T1136;T1557;T1586.001,0.694167;0.593059;0.576470;0.572866;0.570760;0.563448;0.560627;0.545559;0.527694;0.526982;0.526973;0.525203;0.524345;0.520882;0.520801;0.519477;0.517108;0.511950;0.511535;0.506751,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1078;T1098;T1136;T1056.003;T1650;T1668;T1199;T1078.004;T1586.002;T1586.001,Valid Accounts;Account Manipulation;Create Account;Web Portal Capture;Acquire Access;Exclusive Control;Trusted Relationship;Cloud Accounts;Email Accounts;Social Media Accounts,0.694167;0.570760;0.511950;0.524345;0.525203;0.526973;0.563448;0.517108;0.520801;0.506751,1;5;18;13;12;11;6;17;15;20,6.494183;5.884587;5.088578;5.082003;4.555860;4.216276;3.428405;3.415790;3.119657;3.026318,1;2;3;4;5;6;7;8;9;10,17.759,9.365,1168.719,1195.848,False,1.0,1.0,1.0,1.0,1,1,1.0
dev-0036,vector_reranked,dev,36,Black Basta uses bcdedit to boot the device in safe mode.,T1562.009,11,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1688;T1542.003;T1561.002;T1542.005;T1495;T1543.003;T1542;T1601;T1546.002;T1529;T1542.001;T1601.001;T1542.004;T1098.005;T1542.002;T1547;T1490;T1207;T1195.003;T1653,0.436736;0.380373;0.349438;0.337423;0.330304;0.326381;0.321379;0.319671;0.308293;0.307481;0.299287;0.291656;0.290193;0.287478;0.286418;0.282945;0.281819;0.280314;0.273068;0.269010,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1688;T1490;T1601.001;T1542.005;T1542.003;T1529;T1542.004;T1561.002;T1547;T1542,Safe Mode Boot;Inhibit System Recovery;Patch System Image;TFTP Boot;Bootkit;System Shutdown/Reboot;ROMMONkit;Disk Structure Wipe;Boot or Logon Autostart Execution;Pre-OS Boot,0.436736;0.281819;0.291656;0.337423;0.380373;0.307481;0.290193;0.349438;0.282945;0.321379,1;17;12;4;2;10;13;3;16;7,0.668473;-3.339452;-5.736211;-6.648044;-7.036628;-7.614754;-7.897739;-8.080830;-8.635950;-8.720401,1;2;3;4;5;6;7;8;9;10,17.921,9.237,1223.113,1250.276,False,0.0,0.0,0.0,0.0,0,0,0.0
dev-0037,vector_reranked,dev,37,"Windows Defender, other anti-malware solutions and monitoring tools are disabled utilizing a process explorer tool, a batch script or a specially crafted command line script.",T1562.001;T1562.001,25,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1569.002;T1686.003;T1218.003;T1685.001;T1218.011;T1543.003;T1218.010;T1553.005;T1218.007;T1027.005;T1564.011;T1218.002;T1564.010;T1546.008;T1055.015;T1218.004;T1574.011;T1059.001;T1218.014;T1218.005,0.495061;0.489219;0.488348;0.487501;0.483718;0.471629;0.464606;0.462954;0.460913;0.458258;0.451994;0.446569;0.445405;0.443104;0.440087;0.439816;0.436890;0.434961;0.432924;0.429664,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1218.011;T1564.010;T1685.001;T1564.011;T1027.005;T1055.015;T1218.010;T1553.005;T1218.002;T1574.011,Rundll32;Process Argument Spoofing;Disable or Modify Windows Event Log;Ignore Process Interrupts;Indicator Removal from Tools;ListPlanting;Regsvr32;Mark-of-the-Web Bypass;Control Panel;Services Registry Permissions Weakness,0.483718;0.445405;0.487501;0.451994;0.458258;0.440087;0.464606;0.462954;0.446569;0.436890,5;13;4;11;10;15;7;8;12;17,-2.237691;-2.248945;-2.587925;-2.822866;-3.308999;-3.710133;-4.591270;-5.123526;-5.667977;-6.110210,1;2;3;4;5;6;7;8;9;10,19.264,9.086,1203.279,1231.634,False,0.0,0.0,0.0,0.0,0,0,0.0
dev-0038,vector_reranked,dev,38,Affiliates use hidden windows to hide malicious activity from plain sight.,T1564.003;T1564.003,11,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1102.002;T1583.008;T1176;T1566.002;T1566.003;T1665;T1496.002;T1102;T1176.001;T1588.001;T1102.003;T1591.002;T1036.012;T1592.002;T1583.006;T1592.004;T1090.003;T1564;T1189;T1491.002,0.499507;0.496666;0.496159;0.496043;0.494377;0.490258;0.488156;0.486708;0.486298;0.478664;0.478490;0.475020;0.471168;0.466590;0.464557;0.462759;0.461599;0.460779;0.457238;0.455189,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1665;T1564;T1102;T1090.003;T1583.008;T1566.002;T1176.001;T1189;T1588.001;T1496.002,Hide Infrastructure;Hide Artifacts;Web Service;Multi-hop Proxy;Malvertising;Spearphishing Link;Browser Extensions;Drive-by Compromise;Malware;Bandwidth Hijacking,0.490258;0.460779;0.486708;0.461599;0.496666;0.496043;0.486298;0.457238;0.478664;0.488156,6;18;8;17;2;4;9;19;10;7,1.389755;0.869521;-4.389710;-4.837162;-5.441201;-5.731079;-5.799729;-5.890067;-6.880596;-7.117421,1;2;3;4;5;6;7;8;9;10,16.101,9.208,1182.231,1207.546,False,0.0,0.0,0.0,0.0,0,0,0.0
dev-0039,vector_reranked,dev,39,CreepyDrive uses the OneDrive HTTP API (and the Dropbox HTTP API) to access the cloud storage.,T1530,16,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1530;T1619;T1567.002;T1586.003;T1537;T1580;T1025;T1585.003;T1119;T1538;T1135;T1006;T1525;T1039;T1680;T1578.004;T1189;T1485.001;T1578.003;T1578.001,0.516106;0.491341;0.481445;0.405781;0.399413;0.398329;0.396286;0.395630;0.387782;0.385794;0.381667;0.381256;0.375508;0.375127;0.371059;0.369327;0.357541;0.357322;0.356958;0.354734,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1530;T1586.003;T1585.003;T1580;T1567.002;T1619;T1680;T1119;T1189;T1485.001,Data from Cloud Storage;Cloud Accounts;Cloud Accounts;Cloud Infrastructure Discovery;Exfiltration to Cloud Storage;Cloud Storage Object Discovery;Local Storage Discovery;Automated Collection;Drive-by Compromise;Lifecycle-Triggered Deletion,0.516106;0.405781;0.395630;0.398329;0.481445;0.491341;0.371059;0.387782;0.357541;0.357322,1;4;8;6;3;2;15;9;17;18,2.206076;0.317249;-0.262523;-3.002898;-3.388446;-3.890752;-5.524895;-6.324302;-6.449840;-6.741436,1;2;3;4;5;6;7;8;9;10,19.275,9.037,1117.091,1145.408,False,1.0,1.0,1.0,1.0,1,1,1.0
dev-0040,vector_reranked,dev,40,"It can upload or download files from attacker-controlled accounts in these cloud services, and execute supplied PowerShell code",T1580,18,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1021.007;T1537;T1078.004;T1059.009;T1136.003;T1585.003;T1098.003;T1586.003;T1651;T1567.002;T1648;T1496.004;T1578;T1526;T1548.005;T1578.003;T1546.013;T1538;T1686.001;T1569.002,0.643221;0.621719;0.620701;0.618057;0.616782;0.595695;0.595080;0.592623;0.588059;0.570615;0.565015;0.562488;0.560372;0.558425;0.552292;0.550902;0.550209;0.548631;0.547901;0.545623,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1059.009;T1648;T1098.003;T1586.003;T1537;T1585.003;T1546.013;T1021.007;T1078.004;T1651,Cloud API;Serverless Execution;Additional Cloud Roles;Cloud Accounts;Transfer Data to Cloud Account;Cloud Accounts;PowerShell Profile;Cloud Services;Cloud Accounts;Cloud Administration Command,0.618057;0.565015;0.595080;0.592623;0.621719;0.595695;0.550209;0.643221;0.620701;0.588059,4;11;7;8;2;6;17;1;3;9,0.302859;-0.132873;-0.187656;-0.209801;-0.430557;-1.233286;-1.264416;-1.360450;-1.915125;-2.365957,1;2;3;4;5;6;7;8;9;10,18.414,9.009,1130.922,1158.349,False,0.0,0.0,0.0,0.0,0,0,0.0
dev-0041,vector_reranked,dev,41,Smuggles a file’s content by hiding malicious payloads inside of seemingly benign HTML files.,T1027.006,14,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1027.006;T1027.017;T1218.001;T1027.009;T1027;T1204.002;T1027.018;T1027.004;T1036.008;T1027.013;T1140;T1204.004;T1553.005;T1221;T1027.015;T1027.012;T1036.002;T1189;T1036.007;T1027.010,0.769471;0.624493;0.624155;0.591266;0.556956;0.549973;0.539604;0.524435;0.521545;0.513033;0.511565;0.504469;0.483772;0.483045;0.477597;0.477063;0.474514;0.470814;0.468993;0.461000,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1027.006;T1027.017;T1027.012;T1027.009;T1027.018;T1036.008;T1218.001;T1027;T1221;T1036.007,HTML Smuggling;SVG Smuggling;LNK Icon Smuggling;Embedded Payloads;Invisible Unicode;Masquerade File Type;Compiled HTML File;Obfuscated Files or Information;Template Injection;Double File Extension,0.769471;0.624493;0.477063;0.591266;0.539604;0.521545;0.624155;0.556956;0.483045;0.468993,1;2;16;4;7;9;3;5;14;19,9.160029;8.474737;7.975618;6.580704;5.024003;4.044450;3.846854;2.491597;2.431678;2.356144,1;2;3;4;5;6;7;8;9;10,17.445,8.994,1203.294,1229.744,False,1.0,1.0,1.0,1.0,1,1,1.0
dev-0042,vector_reranked,dev,42,PapaCreep is a previously undocumented custom backdoor written in C++ that can receive and execute commands from a remote server via TCP sockets.,T1071,23,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1505.003;T1055;T1205.001;T1055.008;T1055.002;T1569.002;T1027.010;T1001;T1559;T1202;T1071;T1218.001;T1219.003;T1546.005;T1059;T1219.001;T1559.001;T1071.001;T1574.013;T1056.004,0.473952;0.455576;0.439130;0.432297;0.432090;0.428421;0.426058;0.422026;0.418115;0.414045;0.411129;0.409925;0.406204;0.405708;0.405452;0.401182;0.397559;0.396594;0.396120;0.393857,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1569.002;T1059;T1202;T1505.003;T1559.001;T1574.013;T1546.005;T1559;T1071;T1219.001,Service Execution;Command and Scripting Interpreter;Indirect Command Execution;Web Shell;Component Object Model;KernelCallbackTable;Trap;Inter-Process Communication;Application Layer Protocol;IDE Tunneling,0.428421;0.405452;0.414045;0.473952;0.397559;0.396120;0.405708;0.418115;0.411129;0.401182,6;15;10;1;17;19;14;9;11;16,-6.133833;-6.326937;-7.027010;-7.029125;-7.284657;-7.419188;-7.439247;-7.783986;-7.950192;-8.046990,1;2;3;4;5;6;7;8;9;10,19.928,8.57,1157.259,1185.763,False,0.0,0.0,0.0,1.0,0,1,0.1111111111111111
dev-0043,vector_reranked,dev,43,CreepyDrive is a PowerShell backdoor that reads and executes commands from a text file stored on OneDrive or Dropbox,T1580,19,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1006;T1059.001;T1027.003;T1679;T1204.004;T1039;T1505.003;T1216;T1025;T1564.008;T1027;T1546.013;T1140;T1059.003;T1216.002;T1564.004;T1569.002;T1112;T1036.007;T1218.001,0.542972;0.508725;0.489799;0.485009;0.462622;0.446429;0.434556;0.433617;0.429261;0.417577;0.413836;0.411587;0.410214;0.408849;0.404794;0.403694;0.403101;0.402503;0.401489;0.400976,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1059.001;T1216.002;T1546.013;T1006;T1059.003;T1027;T1569.002;T1036.007;T1204.004;T1564.008,PowerShell;SyncAppvPublishingServer;PowerShell Profile;Direct Volume Access;Windows Command Shell;Obfuscated Files or Information;Service Execution;Double File Extension;Malicious Copy and Paste;Email Hiding Rules,0.508725;0.404794;0.411587;0.542972;0.408849;0.413836;0.403101;0.401489;0.462622;0.417577,2;15;12;1;14;11;17;19;5;10,-2.115758;-4.517883;-5.192540;-5.773917;-6.015211;-6.321497;-6.447808;-6.689407;-7.106387;-7.298145,1;2;3;4;5;6;7;8;9;10,17.525,8.965,1117.306,1143.801,False,0.0,0.0,0.0,0.0,0,0,0.0
dev-0044,vector_reranked,dev,44,"On a similar note, they like to divide the code in their backdoors, distributing malicious functionality into various small DLLs, perhaps expecting that defenders or researchers will not observe the complete attack chain.",T1622,33,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1204.005;T1574.001;T1027.004;T1587.001;T1588.002;T1195;T1027.014;T1027.007;T1553;T1176;T1127;T1679;T1218;T1567.001;T1574;T1588.001;T1574.008;T1195.001;T1547.009;T1216,0.598996;0.595864;0.557922;0.553192;0.550662;0.544092;0.542152;0.541619;0.540493;0.539527;0.535629;0.531969;0.531723;0.530533;0.530319;0.526977;0.515940;0.513524;0.508731;0.505499,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1574.001;T1204.005;T1587.001;T1195.001;T1574.008;T1027.007;T1588.001;T1195;T1127;T1176,DLL;Malicious Library;Malware;Compromise Software Dependencies and Development Tools;Path Interception by Search Order Hijacking;Dynamic API Resolution;Malware;Supply Chain Compromise;Trusted Developer Utilities Proxy Execution;Software Extensions,0.595864;0.598996;0.553192;0.513524;0.515940;0.541619;0.526977;0.544092;0.535629;0.539527,2;1;4;18;17;8;16;6;11;10,-1.105700;-3.454694;-3.979315;-4.286545;-5.190834;-5.744132;-5.906586;-6.618866;-6.879809;-7.023381,1;2;3;4;5;6;7;8;9;10,18.437,9.334,1233.969,1261.745,False,0.0,0.0,0.0,0.0,0,0,0.0
dev-0045,vector_reranked,dev,45,"The final stage is a Windows executable-type malware that is capable of stealing information from the victim such as file lists, user keystrokes, and stored web browser login credentials.",T1056.001,29,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1055.011;T1574.008;T1127.002;T1204.004;T1553.005;T1588.001;T1218.007;T1218.010;T1569.002;T1055.003;T1674;T1547.014;T1574.007;T1547.009;T1218.003;T1216;T1218.001;T1543.003;T1679;T1574.014,0.596414;0.582287;0.581143;0.579086;0.575310;0.574491;0.574305;0.574190;0.569750;0.569408;0.566228;0.560498;0.560289;0.559963;0.558836;0.557105;0.557071;0.555754;0.554101;0.550874,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1588.001;T1055.011;T1674;T1218.001;T1679;T1574.008;T1127.002;T1574.014;T1543.003;T1574.007,Malware;Extra Window Memory Injection;Input Injection;Compiled HTML File;Selective Exclusion;Path Interception by Search Order Hijacking;ClickOnce;AppDomainManager;Windows Service;Path Interception by PATH Environment Variable,0.574491;0.596414;0.566228;0.557071;0.554101;0.582287;0.581143;0.550874;0.555754;0.560289,6;1;11;17;19;2;3;20;18;13,-2.637070;-3.519989;-3.706531;-4.168969;-4.398068;-4.423192;-4.770541;-5.319110;-5.343956;-5.355926,1;2;3;4;5;6;7;8;9;10,19.135,8.597,1276.17,1303.909,False,0.0,0.0,0.0,0.0,0,0,0.0
dev-0046,vector_reranked,dev,46,Russian state-sponsored APT actors have conducted bruteforce password guessing and password spraying campaigns.,T1110.001;T1110.003,13,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1110;T1110.003;T1201;T1110.001;T1110.002;T1593.003;T1589.001;T1056.002;T1003;T1586;T1614.001;T1586.001;T1552.006;T1056;T1592.002;T1552;T1056.003;T1213.003;T1586.002;T1684,0.489484;0.483309;0.478710;0.471057;0.452949;0.451729;0.435072;0.434938;0.428483;0.423984;0.394001;0.389785;0.389613;0.389043;0.388838;0.388677;0.387838;0.386466;0.384118;0.383655,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1110.003;T1110;T1110.001;T1589.001;T1201;T1586.002;T1110.002;T1586;T1684;T1592.002,Password Spraying;Brute Force;Password Guessing;Credentials;Password Policy Discovery;Email Accounts;Password Cracking;Compromise Accounts;Social Engineering;Software,0.483309;0.489484;0.471057;0.435072;0.478710;0.384118;0.452949;0.423984;0.383655;0.388838,2;1;4;7;3;19;5;10;20;15,-1.135313;-1.842020;-3.389268;-4.820200;-4.999547;-6.899275;-7.910196;-8.706576;-9.475822;-10.320753,1;2;3;4;5;6;7;8;9;10,23.538,10.689,1177.887,1212.12,False,0.5,1.0,1.0,1.0,1,1,1.0
dev-0047,vector_reranked,dev,47,Russian state-sponsored APT actors have exploited Windows Netlogon vulnerability CVE-2020-1472 to obtain access to Windows Active Directory servers.,T1212,18,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1482;T1216.002;T1547.004;T1547.014;T1484;T1556.008;T1056.002;T1212;T1134.005;T1003.006;T1134.004;T1127.002;T1216;T1012;T1563.002;T1021;T1078;T1615;T1484.002;T1112,0.505476;0.502095;0.500750;0.499802;0.486985;0.471189;0.465429;0.462251;0.460282;0.454950;0.454101;0.453892;0.450809;0.450277;0.449807;0.448015;0.445151;0.444670;0.443221;0.442073,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1212;T1484.002;T1547.004;T1078;T1556.008;T1003.006;T1134.005;T1021;T1112;T1127.002,Exploitation for Credential Access;Trust Modification;Winlogon Helper DLL;Valid Accounts;Network Provider DLL;DCSync;SID-History Injection;Remote Services;Modify Registry;ClickOnce,0.462251;0.443221;0.500750;0.445151;0.471189;0.454950;0.460282;0.448015;0.442073;0.453892,8;19;3;17;6;10;9;16;20;12,-3.675383;-6.707668;-7.392087;-7.823682;-8.130145;-8.421387;-8.563199;-8.656068;-8.850097;-8.951112,1;2;3;4;5;6;7;8;9;10,20.136,9.32,1246.135,1275.597,False,1.0,1.0,1.0,1.0,1,1,1.0
dev-0048,vector_reranked,dev,48,Russian state-sponsored APT actors have obtained private encryption keys from the Active Directory Federation Services (ADFS) container to decrypt corresponding SAML signing certificates.,T1552.004,23,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1606.002;T1552.004;T1649;T1484.002;T1588.004;T1608.003;T1587.003;T1098.001;T1480.001;T1588.003;T1552.006;T1553.003;T1048.002;T1555.006;T1596.003;T1587.002;T1552;T1556.007;T1003.002;T1573.002,0.494701;0.469960;0.449146;0.440822;0.427155;0.424639;0.391465;0.389686;0.387559;0.386764;0.385872;0.380868;0.380286;0.380251;0.378898;0.377263;0.375853;0.375551;0.374345;0.369163,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1552.004;T1606.002;T1484.002;T1556.007;T1649;T1573.002;T1048.002;T1480.001;T1588.004;T1552,Private Keys;SAML Tokens;Trust Modification;Hybrid Identity;Steal or Forge Authentication Certificates;Asymmetric Cryptography;Exfiltration Over Asymmetric Encrypted Non-C2 Protocol;Environmental Keying;Digital Certificates;Unsecured Credentials,0.469960;0.494701;0.440822;0.375551;0.449146;0.369163;0.380286;0.387559;0.427155;0.375853,2;1;4;18;3;20;13;9;5;17,-4.583237;-5.357213;-6.098846;-6.955704;-7.164844;-7.310616;-7.496017;-8.159490;-8.272278;-8.539256,1;2;3;4;5;6;7;8;9;10,19.803,9.002,1199.353,1228.161,False,1.0,1.0,1.0,1.0,1,1,1.0
dev-0049,vector_reranked,dev,49,Russian state-sponsored APT actors have used virtual private servers (VPSs) to route traffic to targets. The actors often use VPSs with IP addresses in the home country of the victim to hide activity among legitimate user traffic.,T1090.003,37,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1583.003;T1584.003;T1665;T1583;T1090.003;T1583.007;T1584.007;T1686.001;T1537;T1021;T1496.002;T1650;T1071;T1090.002;T1583.005;T1583.004;T1071.001;T1133;T1584;T1219.003,0.577108;0.571594;0.475017;0.460652;0.434562;0.429961;0.429938;0.418563;0.415646;0.415075;0.413474;0.408046;0.406486;0.406085;0.401100;0.401064;0.400003;0.396416;0.396231;0.396110,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1584.003;T1583.003;T1583.005;T1090.003;T1090.002;T1583.004;T1219.003;T1665;T1584.007;T1583.007,Virtual Private Server;Virtual Private Server;Botnet;Multi-hop Proxy;External Proxy;Server;Remote Access Hardware;Hide Infrastructure;Serverless;Serverless,0.571594;0.577108;0.401100;0.434562;0.406085;0.401064;0.396110;0.475017;0.429938;0.429961,2;1;15;5;14;16;20;3;7;6,0.127413;-0.269010;-4.386109;-4.590573;-4.895452;-5.023038;-5.036880;-5.061073;-5.302320;-5.595357,1;2;3;4;5;6;7;8;9;10,20.344,8.939,1229.93,1259.218,False,0.0,0.0,1.0,1.0,0,1,0.25
dev-0050,vector_reranked,dev,50,Chinese state-sponsored cyber actors have been observed using Cobalt Strike® and tools from GitHub® on victim networks.,T1588.002,17,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1593.001;T1588.002;T1588.007;T1683.001;T1496.004;T1591.002;T1559.001;T1590.006;T1597.002;T1592.001;T1213.005;T1681;T1592.004;T1593;T1591.001;T1591.004;T1590.004;T1591;T1590;T1667,0.406787;0.406035;0.403678;0.385993;0.382624;0.381304;0.378405;0.374781;0.373039;0.371324;0.370013;0.368640;0.362432;0.362159;0.358587;0.357063;0.354998;0.352936;0.352383;0.351639,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1588.002;T1597.002;T1590;T1590.006;T1593.001;T1681;T1590.004;T1591.002;T1592.001;T1588.007,Tool;Purchase Technical Data;Gather Victim Network Information;Network Security Appliances;Social Media;Search Threat Vendor Data;Network Topology;Business Relationships;Hardware;Artificial Intelligence,0.406035;0.373039;0.352383;0.374781;0.406787;0.368640;0.354998;0.381304;0.371324;0.403678,2;9;19;8;1;12;17;6;10;3,-2.830351;-6.327929;-6.585266;-6.688990;-7.253174;-7.406780;-7.767393;-7.842564;-7.856269;-8.474560,1;2;3;4;5;6;7;8;9;10,20.561,10.967,1252.468,1284.002,False,1.0,1.0,1.0,1.0,1,1,1.0
dev-0051,vector_reranked,dev,51,"Chinese state-sponsored cyber actors have been observed:  Exploiting vulnerable devices immediately after conducting scans for critical zero-day or publicly disclosed vulnerabilities. The cyber actors used or modified public proof of concept code in order to exploit vulnerable systems.  Targeting Microsoft Exchange offline address book (OAB) virtual directories (VDs).  Exploiting Internet accessible webservers using webshell small code injections against multiple code languages, including net, asp, apsx, php, japx, and cfm.",T1133,72,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1559.001;T1189;T1588.007;T1588.002;T1204.004;T1027.018;T1559.002;T1588.005;T1564.006;T1491.002;T1588.001;T1587.004;T1592.002;T1190;T1210;T1489;T1027.004;T1567.001;T1608.002;T1203,0.516894;0.474462;0.471400;0.465264;0.463195;0.461743;0.461416;0.457490;0.457266;0.456896;0.449936;0.448616;0.448409;0.448012;0.446217;0.446037;0.445711;0.445512;0.442147;0.440981,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1210;T1588.005;T1190;T1203;T1587.004;T1489;T1588.007;T1592.002;T1588.002;T1564.006,Exploitation of Remote Services;Exploits;Exploit Public-Facing Application;Exploitation for Client Execution;Exploits;Service Stop;Artificial Intelligence;Software;Tool;Run Virtual Instance,0.446217;0.457490;0.448012;0.440981;0.448616;0.446037;0.471400;0.448409;0.465264;0.457266,15;8;14;20;12;16;3;13;4;9,-3.471051;-4.703993;-4.836962;-5.152478;-5.895278;-6.636447;-6.725647;-6.805334;-6.868581;-7.584206,1;2;3;4;5;6;7;8;9;10,25.776,11.475,1230.921,1268.178,False,0.0,0.0,0.0,0.0,0,0,0.0
dev-0052,vector_reranked,dev,52,Chinese state-sponsored cyber actors have also been observed modifying group policies for password exploitation.,T1484.001,14,20,10,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,T1201;T1110.003;T1589.001;T1586;T1110.001;T1586.002;T1003.006;T1098;T1078;T1552.006;T1684;T1556.002;T1098.003;T1586.001;T1558.004;T1496.003;T1531;T1021;T1657;T1588.007,0.500238;0.446307;0.439272;0.439118;0.432156;0.430489;0.425833;0.424729;0.421812;0.421217;0.420833;0.416465;0.412240;0.408394;0.402024;0.401567;0.401107;0.400484;0.395138;0.392441,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,T1552.006;T1098;T1201;T1098.003;T1531;T1586;T1110.001;T1556.002;T1589.001;T1110.003,Group Policy Preferences;Account Manipulation;Password Policy Discovery;Additional Cloud Roles;Account Access Removal;Compromise Accounts;Password Guessing;Password Filter DLL;Credentials;Password Spraying,0.421217;0.424729;0.500238;0.412240;0.401107;0.439118;0.432156;0.416465;0.439272;0.446307,10;8;1;13;17;4;5;12;3;2,-3.660279;-4.142303;-6.101550;-7.073637;-7.714300;-8.122313;-8.481876;-8.606899;-8.799430;-8.836061,1;2;3;4;5;6;7;8;9;10,18.37,9.018,1218.411,1245.804,False,0.0,0.0,0.0,0.0,0,0,0.0
